Year;Month;Day;Hour(utc);301;365
2008;7;23;6;4.08149;358.20145
2008;7;23;12;5.284908;81.44476
2008;7;23;18;8.95644;108.97623
2008;7;24;0;8.755551;100.23418
2008;7;24;6;10.664596;117.15315
2008;7;24;12;9.682044;130.51653
2008;7;24;18;8.460998;139.57213
2008;7;25;0;7.9688654;136.42714
2008;7;25;6;8.631994;140.21095
2008;7;25;12;8.154143;149.5737
2008;7;25;18;5.6728683;148.13791
2008;7;26;0;5.7784595;124.15544
2008;7;26;6;6.75813;112.61621
2008;7;26;12;7.0703654;116.43643
2008;7;26;18;5.183799;119.793365
2008;7;27;0;6.8821034;111.75014
2008;7;27;6;10.429139;147.92624
2008;7;27;12;12.05812;136.03069
2008;7;27;18;9.413473;146.7657
2008;7;28;0;9.1082325;132.59837
2008;7;28;6;9.713461;111.92319
2008;7;28;12;8.591376;111.69638
2008;7;28;18;6.851572;121.038055
2008;7;29;0;8.271801;117.59961
2008;7;29;6;11.070934;126.472305
2008;7;29;12;11.74857;136.14705
2008;7;29;18;9.220673;146.07831
2008;7;30;0;8.085373;129.81168
2008;7;30;6;8.748412;121.52835
2008;7;30;12;7.628659;131.4836
2008;7;30;18;5.2756863;120.55119
2008;7;31;0;6.4458876;98.087906
2008;7;31;6;8.961817;106.431854
2008;7;31;12;8.243909;121.24849
2008;7;31;18;6.850972;128.60362
2009;5;1;0;6.7721033;130.40544
2009;5;1;6;7.9528594;130.01123
2009;5;1;12;7.695122;131.14404
2009;5;1;18;4.1212163;134.35947
2009;5;2;0;4.3426156;114.690155
2009;5;2;6;5.7377844;116.24733
2009;5;2;12;8.7881;111.99339
2009;5;2;18;10.665416;129.01976
2009;5;3;0;12.135842;140.39734
2009;5;3;6;10.173641;160.13734
2009;5;3;12;7.39573;146.4238
2009;5;3;18;3.361268;186.38567
2009;5;4;0;4.765999;179.75427
2009;5;4;6;6.2571945;170.9748
2009;5;4;12;6.0791383;167.35838
2009;5;4;18;2.8376954;159.46886
2009;5;5;0;5.0255556;106.43431
2009;5;5;6;6.79826;115.34984
2009;5;5;12;8.074473;118.324356
2009;5;5;18;6.6862745;133.2698
2009;5;6;0;8.509663;113.926254
2009;5;6;6;7.3065515;116.01225
2009;5;6;12;6.6028624;125.12456
2009;5;6;18;3.742878;129.87701
2009;5;7;0;5.4328094;115.686844
2009;5;7;6;4.924869;118.98891
2009;5;7;12;4.1080465;122.03883
2009;5;7;18;3.0064883;130.03665
2009;5;8;0;6.85428;108.05533
2009;5;8;6;9.7383175;108.74353
2009;5;8;12;12.693162;121.855835
2009;5;8;18;12.030175;164.32434
2009;5;9;0;13.3963995;174.35806
2009;5;9;6;11.166215;174.68591
2009;5;9;12;9.581084;183.7643
2009;5;9;18;3.5685377;248.67178
2009;5;10;0;2.021642;205.92679
2009;5;10;6;3.6727624;105.484314
2009;5;10;12;6.1299567;99.27464
2009;5;10;18;3.8741841;89.89783
2009;5;11;0;6.6314692;83.63541
2009;5;11;6;4.998552;98.08345
2009;5;11;12;2.9188147;135.49666
2009;5;11;18;1.6979773;102.01747
2009;5;12;0;5.707737;101.80968
2009;5;12;6;9.19831;102.41757
2009;5;12;12;8.937235;118.43829
2009;5;12;18;5.0101466;121.552826
2009;5;13;0;3.769618;119.54295
2009;5;13;6;2.8389328;103.27896
2009;5;13;12;0.43255302;68.67749
2009;5;13;18;1.3250377;283.56915
2009;5;14;0;2.0722678;164.16174
2009;5;14;6;9.071928;117.91943
2009;5;14;12;8.540353;132.9232
2009;5;14;18;6.9171405;153.04459
2009;5;15;0;10.004354;148.99553
2009;5;15;6;9.946748;139.65266
2009;5;15;12;9.896955;146.83478
2009;5;15;18;8.641013;161.31
2009;5;16;0;9.313669;128.49403
2009;5;16;6;11.41332;117.803635
2009;5;16;12;11.180598;117.49873
2009;5;16;18;10.253406;129.9022
2009;5;17;0;11.572152;123.17352
2009;5;17;6;12.826879;126.680405
2009;5;17;12;10.306353;133.90042
2009;5;17;18;8.730489;143.93811
2009;5;18;0;8.965805;130.01587
2009;5;18;6;9.466497;132.00502
2009;5;18;12;8.865005;131.93993
2009;5;18;18;10.759078;138.1348
2009;5;19;0;11.537355;140.66684
2009;5;19;6;11.2679615;142.88403
2009;5;19;12;10.705996;150.35388
2009;5;19;18;5.9224777;187.24252
2009;5;20;0;5.1113048;163.60007
2009;5;20;6;3.8635743;109.08188
2009;5;20;12;6.3786483;126.51738
2009;5;20;18;5.7379217;129.94862
2009;5;21;0;6.922992;106.94194
2009;5;21;6;9.4347;122.113144
2009;5;21;12;11.154331;130.0391
2009;5;21;18;8.316138;137.74529
2009;5;22;0;8.961859;127.931946
2009;5;22;6;11.180239;119.234955
2009;5;22;12;10.697734;118.500656
2009;5;22;18;10.508146;127.502075
2009;5;23;0;12.011254;121.476654
2009;5;23;6;12.374038;109.12964
2009;5;23;12;11.456944;108.186844
2009;5;23;18;10.381033;108.273834
2009;5;24;0;11.361581;96.94618
2009;5;24;6;12.680979;104.05313
2009;5;24;12;10.643462;111.31616
2009;5;24;18;6.958941;99.23045
2009;5;25;0;7.9997873;93.79268
2009;5;25;6;8.050503;97.908646
2009;5;25;12;6.448351;109.34926
2009;5;25;18;6.4133477;111.66333
2009;5;26;0;9.256204;111.95627
2009;5;26;6;10.046902;110.531525
2009;5;26;12;8.709129;125.72786
2009;5;26;18;5.5168037;138.88391
2009;5;27;0;4.874464;116.04744
2009;5;27;6;5.4105873;118.59206
2009;5;27;12;6.68118;113.8642
2009;5;27;18;6.5476317;112.61401
2009;5;28;0;10.4523945;114.03522
2009;5;28;6;11.336329;117.61395
2009;5;28;12;8.972468;123.99844
2009;5;28;18;5.310544;135.36508
2009;5;29;0;5.0958276;135.00711
2009;5;29;6;3.6803212;121.19345
2009;5;29;12;3.4429157;120.22194
2009;5;29;18;3.256065;131.77841
2009;5;30;0;6.918286;108.19954
2009;5;30;6;9.352314;110.33778
2009;5;30;12;10.540736;114.22046
2009;5;30;18;8.589922;123.18648
2009;5;31;0;8.244377;128.5479
2009;5;31;6;6.9884367;133.5564
2009;5;31;12;5.884254;134.53326
2009;5;31;18;5.643983;143.12149
2009;6;1;0;7.293278;140.36339
2009;6;1;6;7.08017;142.30565
2009;6;1;12;7.8713713;127.049484
2009;6;1;18;8.665976;163.98593
2009;6;2;0;7.08198;143.78253
2009;6;2;6;7.5236287;158.30406
2009;6;2;12;8.995594;174.86911
2009;6;2;18;7.648247;177.16536
2009;6;3;0;4.010582;176.87863
2009;6;3;6;4.5950484;122.08902
2009;6;3;12;6.158525;119.08342
2009;6;3;18;8.71077;106.02339
2009;6;4;0;10.082658;127.953766
2009;6;4;6;11.365568;129.90843
2009;6;4;12;11.514737;137.04628
2009;6;4;18;6.8349495;174.18542
2009;6;5;0;4.0938215;154.15549
2009;6;5;6;7.305249;128.53873
2009;6;5;12;7.2265153;166.99881
2009;6;5;18;6.692124;177.18515
2009;6;6;0;6.7261024;160.90662
2009;6;6;6;7.6207457;156.62955
2009;6;6;12;8.739159;167.75198
2009;6;6;18;6.758677;178.2975
2009;6;7;0;6.305655;159.61215
2009;6;7;6;6.045029;167.53946
2009;6;7;12;4.064099;225.02612
2009;6;7;18;2.4875205;191.88403
2009;6;8;0;4.0452695;149.55219
2009;6;8;6;4.819871;139.8392
2009;6;8;12;4.730557;148.79236
2009;6;8;18;2.5529618;154.93445
2009;6;9;0;5.8309717;135.69376
2009;6;9;6;7.198006;166.02089
2009;6;9;12;6.939245;196.60432
2009;6;9;18;4.5622263;218.29819
2009;6;10;0;1.5383263;264.4679
2009;6;10;6;2.6973572;160.93164
2009;6;10;12;5.4756613;154.75717
2009;6;10;18;1.792723;194.98686
2009;6;11;0;2.3548036;115.34456
2009;6;11;6;5.976447;114.06784
2009;6;11;12;6.0726843;119.10205
2009;6;11;18;5.656736;116.73915
2009;6;12;0;6.4722576;114.29573
2009;6;12;6;6.408784;118.71597
2009;6;12;12;4.5561075;126.99829
